uid,pid
4247,5484
1628,2041
3988,3145
3293,3392
2695,3627
4759,5730
3465,6296
4367,7257
1474,6978
4325,1603
3216,5225
1015,7826
788,1249
852,5660
673,5806
172,3939
4385,4908
4377,6687
2438,2683
137,4039
4146,5847
2427,3807
1740,2965
356,444
1232,3498
3957,4098
4025,3958
539,1182
605,2061
1410,47
4829,406
4439,5535
776,6669
1897,9440
2683,9731
1146,3378
967,9909
2992,3201
2894,2138
1546,7115
2243,9077
2697,2718
4342,6859
862,5136
3017,4078
2786,5833
3699,6648
2917,8026
3518,5876
894,9297
3318,8134
4412,4372
528,3370
671,6123
2660,6121
4694,970
577,5353
718,3596
1124,9756
4251,8219
2117,712
1278,5996
3686,1687
3731,3960
1696,5748
4406,7588
2083,6486
3378,5810
4698,8746
1853,7488
2417,8360
3835,1630
1237,344
4878,5182
1902,1581
799,3396
3883,4047
515,9565
3594,3319
229,4732
2018,7587
1148,6382
4263,8969
4433,8767
857,4104
4343,6230
2426,3674
943,3163
210,9351
4454,5897
1417,9299
1366,3647
1008,9366
1726,912
2436,5820
3399,6714
736,627
4620,8260
4293,9010
724,5008
2401,6042
4176,8976
4322,3268
3195,5156
2189,9097
2787,3250
2776,9537
2251,2975
136,2163
1674,6793
3767,3227
868,2855
669,9705
2154,104
4698,5030
4024,648
3110,1586
476,4961
1333,1737
2878,6654
530,7204
3176,9643
3335,8363
2883,1960
3214,7560
2659,124
3248,2823
4440,3334
567,4569
4123,2863
2009,904
3225,8108
4244,1541
4767,5071
4520,9789
4834,8044
998,3962
697,6009
2403,4245
3754,9679
4912,6809
4237,1502
3546,2420
697,9805
4569,7943
921,734
3663,5676
4531,623
3078,8294
1437,4941
1862,9780
604,3107
1931,4976
1914,3889
2311,2804
739,9096
89,9852
4300,8401
3001,7030
3241,9629
358,8886
4706,2663
4455,9062
2465,5990
1594,5883
1306,8415
2836,1555
2007,5495
902,8810
3623,2629
3072,155
4539,6246
3148,6707
4173,7530
2986,7442
2069,3708
2420,4907
4593,6928
453,7835
3392,1924
2010,1814
403,3305
2189,9340
1280,2411
4554,6315
3269,3275
1345,8046
4205,9246
4335,5059
1178,9454
376,891
528,7006
4517,1130
2274,8027
3821,8126
2555,9710
4236,3980
1026,3982
149,9766
4435,4739
4525,7800
2854,8389
4878,290
1863,1907
2908,2896
4409,831
2776,8229
3991,902
798,7399
1913,7598
4157,1315
111,2296
698,7313
3429,1556
4129,5522
2931,8836
4786,5526
344,457
188,8410
3555,5417
4024,2878
2021,5411
2093,9541
3822,9
2067,3253
50,347
2622,1247
1496,4197
2145,3896
2895,5470
916,150
1277,4769
4940,2150
1574,8921
3134,2922
1949,9222
328,4465
3898,7100
2219,846
1576,810
1624,26
194,3064
174,6916
4489,441
3533,7287
4860,9168
3067,4821
3885,1759
2777,7215
4524,9451
2201,9366
3690,1723
766,476
4212,4495
4119,68
922,3006
4921,1624
2419,2295
600,8
2095,8265
474,5696
4361,2462
4025,6243
4614,5346
4531,6052
454,3602
4264,2803
3606,8303
63,9652
1520,7617
2316,4091
3440,3496
1898,7028
899,6990
2521,2623
1582,4201
4828,9512
1352,8092
3259,212
4757,9181
1704,4840
2937,9889
4415,5988
2341,3876
1894,5405
1456,8677
143,8856
2421,2253
431,9713
1845,4272
3908,2427
4745,1084
855,4851
3063,6750
2547,9933
2766,8549
2882,800
3215,7022
2331,1549
4234,9934
705,5162
2914,6942
3275,6766
4326,6240
4347,7717
2085,7472
2990,2594
3109,5174
3751,500
3568,6296
808,1745
2828,2029
230,1232
2646,8540
2695,1491
4698,5186
2355,7665
4113,2226
548,4433
4183,2518
1076,6290
4943,4596
602,1048
2870,3069
3208,1968
1753,4975
475,3861
2484,5017
168,2411
4985,4206
2704,2457
4728,2563
2464,2740
2561,9635
359,9622
1219,4803
340,2829
4864,5391
812,7071
3423,3314
4357,2443
3789,453
3090,6155
34,8559
4532,8967
1292,6330
385,4803
1546,1590
4531,1736
446,2135
3119,287
1271,6506
3305,873
3930,4261
289,4653
2525,7819
220,6265
889,9471
4833,7433
1393,9216
517,9462
1035,3907
814,2709
3257,3599
2105,4896
140,9777
4577,5522
4015,1823
1005,5436
3075,26
2700,1301
2204,6076
1407,9438
2263,4945
1387,9283
1334,8723
2993,4477
3514,2509
2460,8228
2484,1233
2895,9522
4320,5797
1136,3187
3198,5063
2285,2808
462,8817
3745,2651
3727,7545
3275,3469
4965,7327
1404,107
525,9257
2227,6175
3726,8348
1702,3667
2933,3632
4351,4128
4436,2214
4817,388
3585,5318
4669,1826
4815,4640
4333,6324
2251,1188
2628,3547
3397,1790
3353,4807
65,2153
998,6722
713,1732
1129,486
1417,2257
4310,7855
2326,6762
4551,4171
492,8431
2977,8542
258,2250
3036,9555
1468,4116
519,8284
581,5760
4613,5578
63,3989
4296,9256
3601,9289
1544,306
3227,1448
400,1411
3817,260
4542,7884
3738,3494
4805,5184
3932,5811
4929,2556
4005,9387
2302,7316
696,7002
2068,9304
2595,8001
1099,3942
649,991
864,9722
656,7864
2617,9616
3713,7080
1667,4105
8,9217
3061,5227
4175,3519
3768,243
1571,2669
549,3303
418,4753
2371,6886
4520,994
3876,9280
2213,5002
4963,8866
2708,5478
3853,8185
1018,650
3457,7720
2457,9537
4292,6405
137,2594
4605,6861
2866,8191
3050,7192
312,455
2630,4695
91,8395
2744,3210
4025,4750
1232,4846
3235,4981
4000,5763
2577,286
788,4732
1027,6284
4072,9824
597,3888
2981,9917
1645,9892
16,588
4068,8850
4543,7023
1247,97
2873,1111
3154,8159
1904,8931
1336,6042
653,7490
856,3880
2785,6633
1223,134
596,7840
4623,4029
3612,663
2425,8225
4899,9623
1860,420
1132,6067
1353,2808
1564,8188
914,177
106,9428
4239,1144
1098,5578
21,4620
4668,7812
3740,5090
4267,5467
4683,5422
2413,1184
650,6746
1838,2284
1131,675
4209,325
2437,1299
4916,8877
4943,1928
4599,2901
4614,3220
889,6014
1963,7342
1055,8512
1596,4789
3738,4995
3349,4725
1388,9787
3075,1522
3886,2657
2853,8897
1329,5820
3167,3334
3223,8622
4572,6808
4261,5674
4543,7697
1552,9572
2230,6082
3032,5297
820,8803
1582,4157
1642,5543
2133,1244
1673,5870
1512,5912
222,5492
2008,4905
2218,9158
4200,6450
1181,1445
4375,8136
4879,4564
4209,7054
3898,6668
1203,4491
2303,7934
65,1149
4484,8648
2205,4391
1119,609
4710,1158
930,7982
3547,1553
491,3591
4938,8975
4278,8068
4410,6626
3017,9440
2993,2497
4988,7936
4267,291
3139,461
4264,2247
1041,2764
3880,6337
3730,1535
2973,447
4302,5605
3285,1401
2365,2684
2515,7895
1075,6327
1801,12
4162,2906
204,9792
1654,7858
4532,8556
3593,8306
2039,9119
2164,4776
2001,6045
686,7694
753,6582
1876,668
59,5685
3101,3114
1149,5279
33,1939
3033,3723
3438,9654
1654,7137
334,3830
1651,8107
456,9569
3770,1304
17,2254
2460,1567
423,1583
374,8849
154,9446
1144,759
2983,8708
3022,7882
1010,317
3557,2242
952,4135
1595,4086
1479,5040
3291,4866
4258,1935
3828,2167
220,2707
4358,3132
1832,5577
2200,370
1379,7145
3936,7861
3551,3487
4160,7358
2220,8775
3529,9877
1765,6033
4591,1844
3317,8181
3625,9047
4908,1488
459,4480
2114,556
1314,823
4094,4733
4011,3262
2835,5096
1232,9394
40,6302
1408,4909
1898,7382
3866,2697
697,4937
1030,8863
3020,3479
512,7885
105,3351
634,9478
1949,955
644,7988
1980,8658
59,8248
1350,5671
1243,6402
1039,2806
4338,2908
3128,1087
2579,2512
3391,2131
1467,9802
4656,8411
500,8585
2982,6792
1020,7439
147,7574
745,9367
1719,5161
1091,1126
1032,1193
3510,9738
167,2922
130,9887
1627,7780
2785,1904
1276,6994
4612,5083
1973,9158
762,2477
2399,3097
4334,1597
4719,3567
2284,4005
2331,9321
2577,2746
3382,3396
3604,1596
1733,5391
1636,729
3437,3179
2471,6701
4132,2411
2251,5684
136,1626
1549,4671
4479,7899
45,4661
2685,8524
3010,4641
1300,1636
375,4089
3339,4987
2913,4399
1781,649
2748,3888
1532,9622
2161,8809
4386,6545
3766,1370
3644,8204
50,5859
323,1700
459,5834
2377,9295
1366,2831
997,8878
4202,9319
538,1762
738,3556
1634,4427
3557,1094
2322,9115
1228,4490
1595,7272
2175,3088
3741,561
1244,5147
2255,8488
1573,3138
4143,2334
3317,3379
514,4860
1119,4055
4081,4125
3354,417
4945,7801
2693,2208
4725,1228
2099,2979
1482,1222
2883,3388
119,9115
2863,2221
3543,4426
247,1775
460,8155
3386,1538
2177,4018
4232,8799
3580,9152
3094,9097
2366,4440
3502,801
1304,7823
819,8921
165,3580
1254,3840
2110,2080
1816,2412
2062,63
3845,3206
4570,1772
2145,1535
4940,2083
1298,1217
3181,8415
2097,1600
4724,1468
3486,3935
3040,5463
95,8542
1045,7921
3828,4001
1062,1298
3898,6509
3376,714
2147,4859
1239,5251
3735,7871
1120,3219
1777,7234
2281,5406
3911,1419
1400,4824
4615,9964
4287,999
1811,8008
2433,7863
129,3731
1668,5767
2674,770
1411,6848
1725,418
1030,1782
1719,3220
4880,727
4320,9221
3397,7905
989,6364
574,9184
2566,4189
827,4853
2972,9979
3643,5922
3649,3530
11,7361
1107,6273
1649,4405
702,9118
3459,3624
917,4772
121,9491
4349,160
2132,1708
974,7049
1841,1434
1303,646
3230,9220
701,8697
1008,5959
4648,5401
1791,3430
2490,2925
2054,1468
2868,9140
3266,9677
1094,8802
407,2122
427,9493
658,1059
1719,3782
4758,5991
1038,4570
2782,5863
2843,5176
3724,2937
4553,6325
636,7945
1825,5515
1392,3113
2169,8120
152,2600
3509,1107
1661,5905
1949,7785
4235,6922
907,1814
4473,3693
4911,5471
958,2484
4097,1723
3122,749
290,1314
1462,7629
1383,9150
4857,721
4675,3422
2447,5295
271,1082
424,5195
2521,112
3947,7366
2111,5004
325,7936
678,8167
922,3134
3571,3047
4207,8295
1557,964
2569,2184
3181,4714
4405,9463
1044,3050
197,4357
607,2475
2580,1101
4233,3918
4774,249
1398,3247
3959,2611
1655,8087
1767,5449
3814,5630
4670,2682
3983,350
4673,301
242,5603
1801,9440
2689,6191
1765,7486
1698,8858
476,6490
3858,3718
2993,2744
3612,7488
2699,7307
909,8179
175,1929
3557,8406
4692,7978
2933,534
843,6255
2343,7310
545,9456
1686,6418
4315,3150
611,5644
4037,8407
2369,5677
1743,4791
2318,2981
1364,8764
3230,4542
2944,738
997,8866
3941,2972
1833,718
3498,6756
4730,2622
3097,8090
319,1815
2003,7977
4854,467
2691,9335
2592,1863
4035,9515
767,2833
4071,3368
2228,157
292,4200
3081,4119
580,6116
2920,6410
2186,1071
2270,4391
2108,3763
2080,7506
3858,9107
1736,5654
217,6815
324,6952
3932,5686
2475,8152
1639,5782
1573,36
313,463
1686,1976
719,6901
4926,5664
3015,7892
2376,2974
4655,3038
2709,8070
2610,9680
3636,1750
4,8387
337,8387
4747,8093
1471,8239
3578,8600
3,4343
154,9211
2151,1449
3511,5364
2111,6722
3045,1703
2971,8405
2238,7920
4985,4120
4569,6580
3439,313
2407,9221
306,5342
4485,4549
4854,1145
4322,9218
2235,6714
3876,3248
2352,6110
4411,4244
1182,9158
2561,6012
1516,5618
3372,6796
1394,1468
4090,3203
4116,594
1984,8860
3949,4651
2359,9728
29,2522
2163,9369
2833,4192
561,5074
1430,6732
2309,4810
1041,2894
4597,3255
1781,2377
2894,6263
4466,4454
849,7057
3343,5477
881,6986
3173,2031
3067,372
4247,2823
2026,2801
1377,5886
2879,9333
404,1510
106,4393
1635,7886
3831,3452
3445,380
1023,4708
4591,1866
4954,8866
3749,6727
3990,8307
2805,5677
1223,9075
2473,5746
3227,9405
63,7832
2120,6605
4206,3552
3485,5830
2935,5340
3946,1295
4558,5441
4676,424
1979,7963
4449,7450
3193,3130
1204,941
4747,1499
2590,8499
1614,1266
1082,5473
967,8466
1930,9422
2489,2431
283,1316
2210,8762
2602,6580
4948,5292
2185,3366
3675,1502
3235,5037
552,8901
1303,6729
1457,8971
60,5110
3610,8952
2018,530
1020,2064
1752,9628
496,3941
768,9928
881,2781
3123,6719
1963,239
674,9555
2964,8103
154,9424
309,3081
1187,4125
1700,6738
4149,9698
298,6009
904,7588
3540,8197
190,8908
4528,7448
1751,7797
1022,985
9,708
920,384
3194,5474
3408,7786
1612,1029
1300,8396
2275,8413
2792,6132
934,1066
2001,74
3103,5258
4761,1046
4161,3360
3948,6972
1077,1952
2398,5170
1297,8007
3303,4866
3110,3352
4756,8682
1300,9505
2250,5569
3068,28
1993,9028
3689,1905
3156,4015
1044,5305
985,5671
3771,7597
897,5267
1070,9517
85,4427
3798,1452
2370,2265
3241,6441
771,5916
1158,9016
2123,732
225,8335
4811,4439
2788,3389
590,4554
1995,6516
726,4011
3402,6535
4250,3539
2229,4223
2087,8473
1947,2504
4224,202
4016,9640
819,7476
1742,1999
3617,7489
2696,1737
4338,4978
3354,8289
2891,8433
2392,368
4773,3384
1345,3059
3171,3199
4127,8282
2136,2576
3718,3229
866,7032
1919,4713
1487,7142
2881,5240
1762,8293
3418,1359
1962,2054
2247,2688
2560,5911
1334,6656
306,9296
1996,7971
3969,4076
2496,1571
4779,6724
954,3200
2374,7335
1410,6385
1018,8054
1033,8217
4426,5067
4078,8356
1407,8122
2679,3648
1416,992
1449,9977
217,5224
4719,7581
4247,2093
2979,3470
2414,6393
956,8789
120,7611
4028,6548
1618,5095
1940,8212
3868,4680
1486,1277
92,1425
863,7220
680,2641
3391,6302
1086,3060
3910,7219
898,1510
4317,9182
1900,6738
3302,4545
1394,361
2729,9349
4025,2510
1325,4862
3732,9070
1199,8685
3823,9550
4473,6064
1067,5292
1066,2036
1229,2407
2622,6987
3909,2987
4546,6136
4064,6372
2110,5078
3203,5668
703,3577
909,3039
480,3500
319,1043
2228,73
3258,902
851,120
797,3320
2135,6943
2530,551
4145,1543
4548,6208
3389,271
1847,2931
287,3753
3932,8336
952,8627
3880,6878
2073,1440
4296,1195
338,8517
4250,5917
128,4176
379,6422
2073,2258
1401,2086
4453,365
4364,9274
91,5928
390,9987
4628,4463
2307,2658
3345,4935
1623,2975
2316,1184
3987,5912
2565,1492
908,8086
3220,4844
2600,9916
1205,6193
2989,2057
301,7455
4376,6300
15,3046
2239,1159
3044,5738
2868,7197
4445,4475
4758,2037
2414,8575
2213,3808
4656,730
3746,1895
3675,3488
4833,6077
303,3937
3292,4163
4541,2467
3453,715
3983,6078
4375,6517
3432,656
2785,3557
625,4768
4649,3765
4481,7744
4297,6870
1752,7532
4753,562
4513,1392
881,1069
4154,326
1680,5178
1281,1275
4862,1610
1909,7507
4002,3471
637,7187
4801,1646
1257,5677
3412,131
2283,73
4220,7214
2801,4414
4837,828
1627,8048
804,2241
51,9715
4982,2672
421,7965
3895,1885
4997,2138
3580,2665
4112,1769
1085,1501
2888,5236
2866,306
495,4525
4105,8685
919,3027
4538,7416
2579,6276
1639,9931
1542,2300
1163,7066
4334,1676
4205,7688
1420,9638
3553,1065
3,4133
803,7141
3499,3545
1169,7176
4729,7535
2389,9462
317,4896
4291,1836
1559,464
4077,7889
1158,6694
2129,6172
2567,4860
1027,719
14,2444
668,8273
2732,762
4671,6986
982,7729
2724,6183
493,7797
3435,2221
1751,3832
3086,1802
2434,7048
3411,4679
4352,9765
1677,8522
4636,176
4470,7927
2463,3679
3715,870
2622,8798
380,9953
4812,5759
2790,5892
208,4242
3663,6247
4667,2927
3022,1351
4312,6352
84,6144
112,7324
2155,5543
4897,4078
2929,675
2682,7732
2832,1052
4909,7619
3670,8924
186,408
4836,9123
1860,810
2238,9798
4211,5115
782,4279
1149,3964
3436,63
1025,6672
1670,1704
1858,4569
1568,7528
4564,4495
17,3975
3990,9935
4450,2737
2516,7600
291,4727
311,2529
27,4432
3467,1949
3787,6510
214,6993
184,7147
3544,3636
428,5265
4571,5653
3632,152
4752,1667
3608,4123
4323,2437
2083,6484
4517,3002
4685,7366
1588,6618
1899,6873
689,1372
962,9903
2301,9985
4740,2453
4585,1341
848,6054
3464,1366
4524,8377
2427,8964
4786,9435
354,8665
4373,8311
10,2202
1735,9682
1591,3963
2160,9187
4447,2745
757,1343
3104,193
2378,451
3863,9006
3165,5738
1086,4736
2369,5535
2105,6743
2363,5276
4438,5902
1253,6560
3830,8053
3685,6944
2380,8311
2521,5572
1897,1003
3105,9746
2682,9797
2896,8616
1495,4364
4817,4178
2568,6327
930,2140
2350,1936
1623,882
11,3466
3518,5155
343,2671
1475,2451
168,4082
2248,9327
501,8884
3498,2812
679,1122
762,9256
3220,4219
2598,978
1538,6767
364,7030
2373,290
2938,6336
1133,8672
1141,4738
4950,2011
3469,7985
2245,960
1257,1849
1908,984
52,7104
1811,8810
1699,9880
2780,6733
4425,8654
344,7916
3442,9664
3602,4034
376,6748
2680,5956
1757,6659
4082,510
766,8668
2377,9797
3640,7221
2013,6844
3771,9764
2634,7699
2119,2731
3672,7401
3998,8170
3838,7202
552,5294
83,3139
4957,3304
4488,3674
3731,5401
1005,9243
668,8409
3367,4485
4122,2599
458,7732
3426,842
3585,4943
803,2741
1183,2273
3177,681
2065,6005
4355,7653
3434,1194
4381,1401
866,7702
2506,8456
1876,6855
2537,4220
795,2308
4955,4067
2256,9635
2823,8086
946,547
4906,2075
4323,2857
4966,3536
3267,7561
790,5448
2052,154
3755,8483
409,956
1126,6405
3971,8597
3835,5704
3521,6614
2502,5581
1571,9949
2676,1534
1259,5796
1865,1199
4929,2998
1097,8707
2690,2562
277,8139
3924,5240
3613,2601
1057,7824
4452,6787
3333,8138
1532,6131
3469,9040
1151,1626
3422,503
3527,5957
4839,5621
1851,5608
4253,940
1982,4662
4401,4276
2565,7411
2871,2487
1757,9745
2878,4518
375,70
4479,4649
4641,3263
2179,9332
2322,4717
4982,9557
2322,8526
3626,9561
3956,8247
2650,5262
3561,669
668,419
3529,3331
3809,8892
1456,2701
964,1634
2308,9410
2756,2791
2255,2593
4472,9319
3101,7563
2902,266
2738,8110
4777,6918
225,8417
3245,9649
1517,3595
4895,4676
1566,9855
901,4522
2523,8002
2943,9928
1502,9676
2001,3384
272,5868
1047,6365
3609,5478
1588,827
116,9656
2766,9422
4229,971
1265,8696
96,8085
2110,249
4991,8667
2160,2630
3328,9683
2548,60
233,3095
4314,9678
4177,2022
3196,1787
364,4404
2497,5547
4314,7506
1423,3639
1676,9273
1539,2680
3820,4639
182,2247
2273,8716
2750,8900
3412,1126
3613,7443
98,2280
1075,7968
3205,1505
4691,3347
1073,3769
4396,4078
169,1086
2046,2644
971,221
3959,4180
3687,8365
65,5746
31,7732
3386,6119
4323,189
4728,9167
2244,2705
2839,1088
562,1266
4432,6362
2709,9415
167,3338
4644,3185
4697,7432
3510,6685
1976,9201
443,2930
4485,8095
757,1210
2441,8803
3752,8653
4312,6981
3531,6088
602,9906
1379,3133
2495,7941
1027,4084
799,288
4289,4255
1515,7737
4872,6588
3251,4610
45,5187
1461,8784
472,6191
439,541
609,6026
4585,2345
1516,6864
4466,1228
3611,9190
2605,4422
2415,1731
3767,8359
3443,108
2264,9610
2101,9406
628,3724
1201,3108
1397,6139
2987,4281
4607,345
1625,6583
4896,1184
771,6046
3665,2047
3848,9616
581,6418
22,217
1701,2017
3285,4827
1909,4431
2417,6488
671,7394
1443,2633
370,8178
3699,4875
1230,906
251,2665
2303,7068
3027,3460
2780,6449
3348,3056
563,6238
3435,5944
3274,3090
1509,9778
3116,7388
2353,7964
3879,4057
287,2422
902,987
4859,6793
3592,3029
2909,8501
2340,5858
3656,8440
942,9798
2773,266
579,1964
3179,646
2909,3487
4717,7827
4979,9956
1281,8081
4352,1636
2808,8334
2311,9496
503,5544
3128,2909
889,6637
1081,8903
4270,3358
52,2865
533,8530
633,9330
2409,5526
2696,6011
3339,3667
3829,7517
236,6984
2360,3000
4236,9462
2591,4015
28,8043
3467,4775
4892,3957
228,8509
3954,1960
2346,5015
3201,9355
3913,2130
4242,5661
4200,3339
1433,1109
3918,9898
3782,6471
1073,569
1030,8482
4340,9170
1957,2150
788,1654
2515,4899
4312,8330
2432,5148
4675,7451
4541,9642
2408,3138
2353,8238
4120,2515
1716,6606
4378,5295
4467,1249
672,826
3385,4502
1809,6711
415,7181
1257,4335
4848,9657
4562,6960
107,2365
4028,8098
1877,9780
3216,9909
3842,3629
4421,2886
200,3267
4565,9008
2616,8746
1080,5151
1930,101
4291,3424
3141,5717
2476,2101
496,3244
2724,7397
4631,5152
3281,4783
1749,7914
4807,142
1850,8670
3211,4152
3089,2037
1220,8129
1825,3495
3142,9741
1254,2756
1988,1283
3155,3553
129,5309
2758,7776
475,8763
3809,8887
77,999
1016,5747
728,2067
4084,6294
2789,687
1659,683
1713,4822
4385,9114
4654,3736
2751,9639
2274,6099
2782,2837
1477,3258
2472,7368
1620,5656
3268,3048
1885,2669
772,3201
3391,6007
4212,9128
4264,9484
1153,2632
874,3668
4708,1353
2667,3603
122,4786
727,3124
4689,646
2148,4033
369,6266
4874,8942
3580,4374
1349,7494
1772,970
184,2046
4167,3224
2168,1685
2129,4559
1730,7597
2143,1304
114,1139
539,4361
3505,9273
569,9671
2490,1397
2797,2280
1201,9587
2686,5590
4296,7062
787,8288
4656,635
2553,2106
1992,3262
4590,8309
2941,1542
1917,8858
999,4203
3998,2399
3547,2296
1833,8252
994,11
199,6295
3621,1226
469,9051
1155,1664
1182,471
3801,7412
1260,3523
3133,1850
1739,3438
4743,9267
2106,9986
3149,3776
511,57
4873,4804
1317,2265
3913,535
3420,6955
1034,4822
398,5817
1026,4104
4002,8853
4761,1084
4414,2998
3403,5582
3821,7741
3749,9672
747,2375
353,6453
3313,5467
848,5121
1338,2835
4778,7388
4657,1543
2349,3021
204,4244
3752,9043
4633,3308
1931,2695
4299,2919
3541,9949
3465,3816
2737,8041
2083,7706
1646,2319
3026,3321
4994,3123
3291,493
114,2062
4344,1920
3145,9282
980,8593
4114,389
1336,1649
2411,793
3670,875
3704,8300
985,4545
1601,4187
4183,8529
4986,2849
3773,6950
4429,9246
4549,5979
3701,3555
3230,1242
1825,6713
3016,7027
908,6929
4755,2552
4165,550
867,2837
1304,9550
378,9085
3560,7296
2,959
1311,4192
661,3784
1251,2950
2307,2081
143,3404
3087,329
3715,6278
3711,4350
4089,9659
3478,9941
1702,1618
1031,8297
2712,7768
4864,5200
4954,8493
633,5608
4217,6831
2463,9649
3034,1647
3378,1172
1987,6095
4775,4817
1938,1868
4914,3063
3974,4649
4229,779
2576,4529
1341,8364
3485,8030
4751,1965
3955,5639
111,9761
557,1571
3360,1861
4381,4621
933,4727
2222,5824
4666,5477
3947,4881
4648,4688
4446,300
3387,800
1825,6647
2362,9456
2579,7667
923,8825
1375,432
3888,1421
3535,5424
3938,6698
4345,1876
2192,3135
1011,4162
588,3098
4832,3768
2442,3071
519,1098
3806,6342
2348,9368
1241,907
4957,2155
647,8793
2283,8574
4681,8256
2955,1241
442,114
40,5272
4008,3710
2935,4906
2480,8292
4935,9445
2438,7000
3138,215
2824,4129
3093,7704
2774,1809
2376,9915
3473,574
3362,3171
1573,8415
4444,5362
3148,7443
3288,941
3856,9130
4822,1707
812,7623
178,2972
3071,7501
926,486
175,8919
80,2875
438,3524
1615,1751
4444,4847
1079,4853
144,5292
2999,768
2172,927
4395,7639
1020,6775
843,5594
2818,2087
759,5441
4922,4
1989,2492
733,26
1169,7285
412,5098
4944,8386
2939,9582
2360,7830
855,8766
1039,8375
4701,2458
3967,3674
609,5655
1035,1626
4336,839
3377,1080
1378,6577
2260,8989
271,3967
2596,2506
2741,9862
3564,5216
2891,7633
657,7260
1566,374
1730,4650
885,4282
95,8826
1154,6272
602,2736
2976,2812
2484,5269
4476,2086
2838,8459
3889,1386
4918,3294
1020,2109
2762,8934
4033,7834
468,1609
3847,7673
4385,4670
1271,1249
743,8491
172,2389
4531,8112
2431,3578
4005,1180
2075,5033
1281,429
3263,5503
186,966
981,2257
2860,4072
3167,9437
4430,1731
3841,4300
2979,7846
198,4564
1516,1874
194,9514
4347,7004
825,7397
366,6866
619,8653
2302,7061
4813,9441
2052,6452
2605,7624
2159,8585
2010,2640
332,477
549,6627
4970,6390
3320,4503
4688,8881
4393,4356
174,731
1010,8976
1245,25
305,342
1484,9351
743,3318
3176,13
3016,2501
3111,8542
462,5269
2457,9018
4217,9648
4459,2804
2551,30
1609,9997
4692,9094
2639,3615
2870,4064
3733,5926
704,409
2981,9608
593,80
4618,4150
1424,189
2767,9146
911,7329
560,4528
3777,3113
1201,7393
3800,8204
2842,1339
4343,4052
1035,8604
3257,6233
106,3005
3797,7385
646,1228
3775,292
4294,7889
2691,819
1748,2978
2152,1704
2767,1042
4503,3233
1241,6580
3887,614
4383,1741
4343,7762
374,2775
231,4255
4072,3506
2995,7130
2746,6518
3564,2021
1065,1443
4285,4651
3553,1865
4343,8254
1506,8852
281,7468
3279,3119
240,7712
4732,7737
1735,21
643,5492
2355,4598
1379,3562
1334,384
3742,7354
1670,5081
3830,4945
1321,2105
507,5972
4919,3942
2547,2617
411,2063
2318,2518
2079,6526
3165,7041
3388,4224
3607,4822
3523,1121
4032,1015
4715,464
4126,238
1015,2258
3553,6733
4595,7506
2342,3815
955,8246
608,4359
4800,1708
684,6782
320,5460
623,9674
3137,9863
1270,5666
2833,4357
4681,926
2141,4813
557,3235
4508,309
1110,6541
880,6729
3173,8548
3440,9184
4939,2337
53,2090
906,2714
3431,8693
2612,5145
3458,6191
2827,1547
1483,8806
4628,4228
4121,2235
2713,1919
4450,6997
2249,9171
1491,450
4893,6130
3931,1800
1890,3179
1644,3610
3815,8239
2543,4150
802,8081
3212,2395
4763,8118
3227,9000
1588,8651
770,4799
3131,8006
1443,7080
2838,8613
1896,7650
4234,5155
4878,5508
4344,8825
3348,5170
125,6113
630,6475
3796,6149
3154,7999
3362,8566
502,6286
1477,4569
2668,12
130,4411
300,3392
4058,1574
1764,5659
4080,5867
2342,1174
833,8607
38,8309
600,2947
527,2632
1598,2091
225,4367
4011,6144
3304,5325
499,8640
68,5910
1952,2883
3689,8642
1399,4281
1178,3988
2098,6383
615,3427
1402,9793
1400,5047
4590,6441
669,6288
3444,1557
1364,5488
4939,7655
3189,9417
3827,5894
2557,9937
2505,4401
2774,546
499,9652
4463,1166
788,3363
581,3519
4749,5027
4422,7853
369,9000
1845,1864
1898,8713
4343,9861
3837,6896
4089,6486
655,6093
2484,5330
4819,9578
3302,372
425,7593
4230,9022
2276,6378
3100,7534
2816,7417
2731,1545
2509,7540
2731,5732
4093,8586
1367,7202
1342,4462
4728,7544
2613,3947
724,3180
4728,8050
2743,5771
4205,5806
52,2553
4388,7673
2072,6916
421,6039
2019,5441
3224,8864
3611,7080
2344,8939
4967,2476
106,8326
3670,2162
4360,5363
3913,9171
4860,2460
3403,3372
459,2774
748,1939
2425,6435
4412,1636
4514,8273
418,6617
452,6769
233,9448
559,7138
3684,6630
1669,4556
1910,2777
1316,4024
3616,4236
2629,6844
4712,123
3624,2069
1426,8270
4102,9405
1878,1091
4010,8908
3614,3284
4797,3642
2737,6519
22,9234
1265,6548
2034,3266
1750,6945
1341,8480
4533,3529
3925,5143
2424,876
814,8975
1027,5888
1000,3290
1688,8581
4242,1482
2328,9413
913,4864
1479,474
3265,4047
242,4282
2750,2015
2672,7486
3543,3198
3010,3792
4472,4112
4289,131
4451,7479
4898,9500
3187,2575
3056,4461
516,6400
2942,8531
2858,2982
2927,6357
1372,2173
4972,9277
3116,2661
3225,7875
2391,3781
2709,8213
4179,9884
4805,19
4762,403
3412,8726
3178,2783
4808,9105
1006,5874
611,511
668,5761
4340,3468
4779,4576
2163,8928
4529,7305
1950,934
3007,9803
1794,9674
1314,9055
1569,7857
751,8262
4796,5539
1594,3727
269,7491
914,3876
1052,8495
1717,2116
3932,8434
2227,3404
